Y ,X1 ,X2 ,X3 ,
108 ,3 ,6 ,6 ,
200 ,10 ,4 ,5 ,
140 ,4 ,5 ,7 ,
210 ,6 ,7 ,5 ,
120 ,6 ,5 ,4 ,
15 ,3 ,1 ,5 ,
5 ,5 ,1 ,1 ,
280 ,4 ,7 ,10 ,
150 ,5 ,6 ,5 ,
20 ,1 ,5 ,4 ,
54 ,3 ,6 ,3 ,
105 ,5 ,7 ,3 ,
90 ,3 ,6 ,5 ,
72 ,2 ,9 ,4 ,
280 ,7 ,4 ,10 ,
90 ,9 ,1 ,10 ,
21 ,7 ,3 ,1 ,
24 ,4 ,6 ,1 ,
42 ,3 ,7 ,2 ,
98 ,7 ,2 ,7 ,
30 ,1 ,3 ,10 ,
240 ,6 ,8 ,5 ,
140 ,7 ,10 ,2 ,
8 ,1 ,4 ,2 ,
175 ,5 ,7 ,5 ,
42 ,7 ,3 ,2 ,
12 ,3 ,1 ,4 ,
70 ,2 ,7 ,5 ,
64 ,4 ,2 ,8 ,
24 ,4 ,6 ,1 ,
12 ,3 ,4 ,1 ,
20 ,5 ,4 ,1 ,
9 ,1 ,3 ,3 ,
60 ,2 ,5 ,6 ,
100 ,10 ,10 ,1 ,
168 ,7 ,8 ,3 ,
300 ,6 ,5 ,10 ,
63 ,3 ,7 ,3 ,
150 ,5 ,3 ,10 ,
84 ,7 ,3 ,4 ,
12 ,6 ,1 ,2 ,
189 ,7 ,3 ,9 ,
9 ,3 ,3 ,1 ,
54 ,2 ,3 ,9 ,
360 ,10 ,4 ,9 ,
135 ,9 ,5 ,3 ,
120 ,6 ,2 ,10 ,
63 ,3 ,7 ,3 ,
360 ,10 ,4 ,9 ,
108 ,6 ,3 ,6 ,
500 ,5 ,10 ,10 ,
16 ,1 ,8 ,2 ,
112 ,2 ,8 ,7 ,
9 ,9 ,1 ,1 ,
36 ,1 ,9 ,4 ,
162 ,6 ,3 ,9 ,
72 ,4 ,2 ,9 ,
60 ,2 ,6 ,5 ,
48 ,6 ,1 ,8 ,
90 ,9 ,5 ,2 ,
6 ,6 ,1 ,1 ,
378 ,6 ,9 ,7 ,
168 ,6 ,4 ,7 ,
180 ,6 ,6 ,5 ,
420 ,7 ,6 ,10 ,
196 ,7 ,7 ,4 ,
378 ,7 ,6 ,9 ,
294 ,6 ,7 ,7 ,
294 ,7 ,7 ,6 ,
200 ,10 ,5 ,4 ,
72 ,6 ,4 ,3 ,
150 ,6 ,5 ,5 ,
48 ,4 ,6 ,2 ,
72 ,8 ,9 ,1 ,
45 ,1 ,5 ,9 ,
28 ,4 ,1 ,7 ,
392 ,7 ,8 ,7 ,
315 ,7 ,5 ,9 ,
70 ,7 ,2 ,5 ,
486 ,9 ,6 ,9 ,
900 ,10 ,10 ,9 ,
90 ,1 ,9 ,10 ,
24 ,6 ,4 ,1 ,
24 ,2 ,4 ,3 ,
200 ,4 ,10 ,5 ,
7 ,1 ,1 ,7 ,
6 ,1 ,1 ,6 ,
147 ,3 ,7 ,7 ,
48 ,8 ,6 ,1 ,
480 ,8 ,10 ,6 ,
42 ,6 ,7 ,1 ,
50 ,5 ,1 ,10 ,
72 ,9 ,4 ,2 ,
54 ,9 ,1 ,6 ,
162 ,9 ,9 ,2 ,
35 ,5 ,7 ,1 ,
294 ,7 ,6 ,7 ,
4 ,1 ,2 ,2 ,
15 ,3 ,5 ,1 ,
240 ,4 ,10 ,6 ,
30 ,6 ,5 ,1 ,
48 ,8 ,3 ,2 ,
20 ,2 ,2 ,5 ,
48 ,3 ,2 ,8 ,
135 ,3 ,5 ,9 ,
36 ,4 ,9 ,1 ,
72 ,1 ,9 ,8 ,
30 ,1 ,6 ,5 ,
12 ,1 ,4 ,3 ,
160 ,8 ,4 ,5 ,
500 ,10 ,10 ,5 ,
240 ,10 ,8 ,3 ,
84 ,3 ,4 ,7 ,
96 ,3 ,4 ,8 ,
125 ,5 ,5 ,5 ,
7 ,7 ,1 ,1 ,
810 ,9 ,9 ,10 ,
60 ,4 ,5 ,3 ,
320 ,8 ,5 ,8 ,
72 ,9 ,1 ,8 ,
24 ,2 ,2 ,6 ,
90 ,3 ,5 ,6 ,
24 ,6 ,1 ,4 ,
540 ,6 ,9 ,10 ,
225 ,9 ,5 ,5 ,
120 ,5 ,6 ,4 ,
216 ,9 ,6 ,4 ,
60 ,10 ,3 ,2 ,
54 ,9 ,3 ,2 ,
42 ,2 ,3 ,7 ,
300 ,6 ,5 ,10 ,
70 ,5 ,7 ,2 ,
81 ,9 ,1 ,9 ,
30 ,1 ,3 ,10 ,
240 ,8 ,6 ,5 ,
42 ,1 ,6 ,7 ,
7 ,1 ,1 ,7 ,
200 ,5 ,4 ,10 ,
18 ,1 ,2 ,9 ,
100 ,2 ,5 ,10 ,
270 ,3 ,9 ,10 ,
350 ,5 ,10 ,7 ,
256 ,4 ,8 ,8 ,
270 ,9 ,5 ,6 ,
324 ,6 ,9 ,6 ,
100 ,4 ,5 ,5 ,
288 ,9 ,4 ,8 ,
384 ,6 ,8 ,8 ,
180 ,2 ,9 ,10 ,
175 ,5 ,7 ,5 ,
162 ,9 ,3 ,6 ,
12 ,1 ,3 ,4 ,
42 ,3 ,7 ,2 ,
60 ,10 ,2 ,3 ,
30 ,3 ,10 ,1 ,
90 ,5 ,3 ,6 ,
70 ,7 ,10 ,1 ,
175 ,5 ,5 ,7 ,
15 ,1 ,3 ,5 ,
42 ,7 ,1 ,6 ,
20 ,2 ,2 ,5 ,
108 ,4 ,9 ,3 ,
240 ,8 ,3 ,10 ,
400 ,10 ,10 ,4 ,
36 ,2 ,3 ,6 ,
500 ,10 ,5 ,10 ,
144 ,3 ,6 ,8 ,
336 ,8 ,7 ,6 ,
24 ,4 ,1 ,6 ,
21 ,7 ,1 ,3 ,
200 ,4 ,10 ,5 ,
72 ,9 ,8 ,1 ,
210 ,3 ,10 ,7 ,
378 ,7 ,6 ,9 ,
210 ,6 ,7 ,5 ,
126 ,2 ,7 ,9 ,
630 ,7 ,10 ,9 ,
60 ,6 ,5 ,2 ,
18 ,6 ,3 ,1 ,
27 ,3 ,9 ,1 ,
72 ,6 ,2 ,6 ,
24 ,3 ,2 ,4 ,
45 ,1 ,5 ,9 ,
400 ,5 ,8 ,10 ,
280 ,7 ,8 ,5 ,
384 ,8 ,6 ,8 ,
72 ,6 ,2 ,6 ,
100 ,5 ,2 ,10 ,
96 ,3 ,8 ,4 ,
180 ,4 ,9 ,5 ,
12 ,1 ,6 ,2 ,
6 ,1 ,1 ,6 ,
288 ,9 ,4 ,8 ,
162 ,6 ,9 ,3 ,
20 ,2 ,10 ,1 ,
240 ,3 ,8 ,10 ,
64 ,8 ,1 ,8 ,
240 ,3 ,10 ,8 ,
48 ,2 ,4 ,6 ,
40 ,5 ,8 ,1 ,
20 ,2 ,1 ,10 ,
60 ,2 ,6 ,5 ,
96 ,4 ,6 ,4 ,
90 ,10 ,1 ,9 ,
405 ,9 ,5 ,9 ,
48 ,2 ,8 ,3 ,
84 ,4 ,7 ,3 ,
80 ,10 ,1 ,8 ,
270 ,6 ,9 ,5 ,
560 ,10 ,8 ,7 ,
180 ,6 ,10 ,3 ,
250 ,10 ,5 ,5 ,
60 ,5 ,4 ,3 ,
168 ,3 ,7 ,8 ,
72 ,4 ,9 ,2 ,
72 ,2 ,9 ,4 ,
12 ,2 ,6 ,1 ,
600 ,10 ,10 ,6 ,
135 ,5 ,9 ,3 ,
108 ,6 ,2 ,9 ,
35 ,5 ,7 ,1 ,
225 ,5 ,9 ,5 ,
49 ,7 ,1 ,7 ,
640 ,8 ,10 ,8 ,
30 ,5 ,2 ,3 ,
400 ,10 ,5 ,8 ,
35 ,1 ,5 ,7 ,
36 ,1 ,4 ,9 ,
72 ,4 ,6 ,3 ,
6 ,3 ,1 ,2 ,
108 ,6 ,2 ,9 ,
24 ,3 ,2 ,4 ,
28 ,7 ,4 ,1 ,
42 ,2 ,7 ,3 ,
90 ,3 ,10 ,3 ,
144 ,8 ,3 ,6 ,
24 ,1 ,6 ,4 ,
630 ,10 ,9 ,7 ,
108 ,6 ,6 ,3 ,
441 ,7 ,9 ,7 ,
12 ,1 ,4 ,3 ,
144 ,8 ,9 ,2 ,
108 ,2 ,6 ,9 ,
225 ,5 ,5 ,9 ,
192 ,8 ,8 ,3 ,
8 ,4 ,2 ,1 ,
20 ,1 ,4 ,5 ,
150 ,10 ,3 ,5 ,
240 ,4 ,10 ,6 ,
64 ,8 ,2 ,4 ,
36 ,2 ,2 ,9 ,
648 ,8 ,9 ,9 ,
192 ,4 ,6 ,8 ,
108 ,6 ,6 ,3 ,
112 ,7 ,2 ,8 ,
108 ,9 ,3 ,4 ,
63 ,7 ,1 ,9 ,
24 ,1 ,6 ,4 ,
28 ,4 ,1 ,7 ,
60 ,5 ,6 ,2 ,
48 ,3 ,4 ,4 ,
60 ,5 ,3 ,4 ,
486 ,6 ,9 ,9 ,
189 ,9 ,3 ,7 ,
112 ,2 ,8 ,7 ,
490 ,7 ,10 ,7 ,
60 ,3 ,2 ,10 ,
32 ,1 ,8 ,4 ,
240 ,3 ,8 ,10 ,
560 ,10 ,8 ,7 ,
288 ,9 ,4 ,8 ,
28 ,1 ,4 ,7 ,
49 ,7 ,1 ,7 ,
32 ,2 ,4 ,4 ,
144 ,8 ,3 ,6 ,
63 ,1 ,9 ,7 ,
32 ,4 ,1 ,8 ,
35 ,5 ,7 ,1 ,
60 ,2 ,10 ,3 ,
200 ,4 ,5 ,10 ,
343 ,7 ,7 ,7 ,
450 ,9 ,10 ,5 ,
36 ,2 ,9 ,2 ,
180 ,6 ,3 ,10 ,
270 ,9 ,5 ,6 ,
18 ,1 ,2 ,9 ,
3 ,3 ,1 ,1 ,
45 ,1 ,9 ,5 ,
108 ,2 ,9 ,6 ,
5 ,1 ,1 ,5 ,
240 ,6 ,5 ,8 ,
196 ,4 ,7 ,7 ,
810 ,9 ,10 ,9 ,
84 ,2 ,7 ,6 ,
6 ,2 ,1 ,3 ,
36 ,2 ,9 ,2 ,
12 ,1 ,2 ,6 ,
80 ,2 ,8 ,5 ,
360 ,6 ,6 ,10 ,
105 ,5 ,7 ,3 ,
108 ,9 ,6 ,2 ,
168 ,6 ,4 ,7 ,
120 ,5 ,8 ,3 ,
120 ,8 ,3 ,5 ,
10 ,1 ,1 ,10 ,
280 ,5 ,8 ,7 ,
90 ,1 ,10 ,9 ,
192 ,6 ,4 ,8 ,
120 ,4 ,6 ,5 ,
200 ,5 ,10 ,4 ,
300 ,10 ,6 ,5 ,
294 ,7 ,7 ,6 ,
9 ,1 ,9 ,1 ,
560 ,10 ,8 ,7 ,
245 ,5 ,7 ,7 ,
128 ,2 ,8 ,8 ,
560 ,10 ,7 ,8 ,
192 ,3 ,8 ,8 ,
504 ,7 ,9 ,8 ,
135 ,5 ,3 ,9 ,
200 ,5 ,8 ,5 ,
70 ,7 ,1 ,10 ,
120 ,6 ,4 ,5 ,
54 ,3 ,3 ,6 ,
72 ,8 ,3 ,3 ,
150 ,6 ,5 ,5 ,
180 ,10 ,9 ,2 ,
105 ,5 ,7 ,3 ,
56 ,8 ,1 ,7 ,
162 ,3 ,9 ,6 ,
96 ,6 ,4 ,4 ,
360 ,9 ,5 ,8 ,
135 ,9 ,3 ,5 ,
245 ,7 ,5 ,7 ,
12 ,6 ,1 ,2 ,
140 ,7 ,4 ,5 ,
10 ,2 ,5 ,1 ,
75 ,5 ,5 ,3 ,
280 ,4 ,7 ,10 ,
48 ,6 ,2 ,4 ,
80 ,5 ,2 ,8 ,
16 ,1 ,2 ,8 ,
126 ,6 ,3 ,7 ,
72 ,3 ,3 ,8 ,
8 ,1 ,2 ,4 ,
48 ,1 ,8 ,6 ,
270 ,9 ,10 ,3 ,
28 ,2 ,7 ,2 ,
567 ,9 ,7 ,9 ,
135 ,5 ,3 ,9 ,
288 ,9 ,4 ,8 ,
81 ,9 ,9 ,1 ,
140 ,5 ,7 ,4 ,
120 ,8 ,5 ,3 ,
192 ,6 ,4 ,8 ,
28 ,7 ,4 ,1 ,
48 ,8 ,1 ,6 ,
90 ,6 ,3 ,5 ,
8 ,4 ,2 ,1 ,
108 ,4 ,9 ,3 ,
12 ,1 ,3 ,4 ,
120 ,6 ,5 ,4 ,
216 ,3 ,9 ,8 ,
300 ,10 ,10 ,3 ,
54 ,9 ,6 ,1 ,
54 ,6 ,9 ,1 ,
240 ,3 ,8 ,10 ,
360 ,10 ,4 ,9 ,
80 ,1 ,10 ,8 ,
90 ,10 ,1 ,9 ,
448 ,8 ,8 ,7 ,
63 ,9 ,7 ,1 ,
210 ,5 ,6 ,7 ,
216 ,9 ,8 ,3 ,
84 ,4 ,3 ,7 ,
30 ,6 ,1 ,5 ,
12 ,2 ,2 ,3 ,
120 ,10 ,2 ,6 ,
30 ,1 ,5 ,6 ,
240 ,6 ,5 ,8 ,
12 ,1 ,2 ,6 ,
36 ,2 ,2 ,9 ,
108 ,9 ,6 ,2 ,
84 ,4 ,7 ,3 ,
168 ,6 ,7 ,4 ,
50 ,5 ,2 ,5 ,
90 ,10 ,9 ,1 ,
315 ,5 ,9 ,7 ,
240 ,10 ,4 ,6 ,
40 ,8 ,1 ,5 ,
112 ,7 ,2 ,8 ,
140 ,7 ,2 ,10 ,
72 ,8 ,1 ,9 ,
2 ,1 ,1 ,2 ,
180 ,2 ,10 ,9 ,
320 ,8 ,4 ,10 ,
21 ,1 ,3 ,7 ,
168 ,8 ,3 ,7 ,
72 ,3 ,3 ,8 ,
216 ,6 ,9 ,4 ,
20 ,2 ,5 ,2 ,
350 ,5 ,7 ,10 ,
18 ,2 ,1 ,9 ,
42 ,7 ,1 ,6 ,
75 ,3 ,5 ,5 ,
392 ,7 ,8 ,7 ,
270 ,9 ,10 ,3 ,
400 ,10 ,4 ,10 ,
140 ,7 ,2 ,10 ,
224 ,4 ,7 ,8 ,
135 ,5 ,9 ,3 ,
72 ,4 ,9 ,2 ,
288 ,4 ,9 ,8 ,
500 ,10 ,10 ,5 ,
48 ,6 ,8 ,1 ,
48 ,6 ,2 ,4 ,
400 ,10 ,5 ,8 ,
200 ,2 ,10 ,10 ,
40 ,5 ,1 ,8 ,
32 ,4 ,4 ,2 ,
32 ,4 ,1 ,8 ,
144 ,2 ,8 ,9 ,
56 ,2 ,7 ,4 ,
144 ,6 ,4 ,6 ,
80 ,2 ,5 ,8 ,
45 ,9 ,1 ,5 ,
900 ,10 ,10 ,9 ,
81 ,9 ,9 ,1 ,
10 ,2 ,5 ,1 ,
30 ,3 ,2 ,5 ,
378 ,9 ,6 ,7 ,
50 ,1 ,5 ,10 ,
480 ,10 ,6 ,8 ,
98 ,7 ,2 ,7 ,
400 ,10 ,8 ,5 ,
140 ,10 ,7 ,2 ,
240 ,6 ,8 ,5 ,
40 ,10 ,4 ,1 ,
63 ,7 ,3 ,3 ,
70 ,5 ,7 ,2 ,
48 ,6 ,8 ,1 ,
560 ,8 ,10 ,7 ,
30 ,6 ,5 ,1 ,
640 ,10 ,8 ,8 ,
24 ,8 ,3 ,1 ,
420 ,6 ,10 ,7 ,
576 ,9 ,8 ,8 ,
15 ,3 ,1 ,5 ,
60 ,6 ,5 ,2 ,
648 ,8 ,9 ,9 ,
5 ,5 ,1 ,1 ,
810 ,9 ,10 ,9 ,
576 ,9 ,8 ,8 ,
40 ,1 ,4 ,10 ,
240 ,10 ,4 ,6 ,
360 ,6 ,6 ,10 ,
64 ,4 ,8 ,2 ,
42 ,7 ,3 ,2 ,
20 ,4 ,5 ,1 ,
280 ,7 ,10 ,4 ,
96 ,2 ,8 ,6 ,
12 ,3 ,4 ,1 ,
168 ,4 ,7 ,6 ,
18 ,9 ,2 ,1 ,
84 ,4 ,7 ,3 ,
12 ,1 ,4 ,3 ,
54 ,2 ,3 ,9 ,
120 ,8 ,3 ,5 ,
96 ,4 ,8 ,3 ,
128 ,4 ,8 ,4 ,
120 ,2 ,10 ,6 ,
96 ,6 ,4 ,4 ,
50 ,10 ,1 ,5 ,
108 ,6 ,9 ,2 ,
160 ,4 ,4 ,10 ,
98 ,7 ,7 ,2 ,
48 ,4 ,3 ,4 ,
280 ,5 ,7 ,8 ,
60 ,3 ,4 ,5 ,
56 ,7 ,2 ,4 ,
300 ,3 ,10 ,10 ,
180 ,3 ,6 ,10 ,
72 ,2 ,4 ,9 ,
40 ,1 ,5 ,8 ,
640 ,8 ,8 ,10 ,
56 ,7 ,2 ,4 ,
84 ,3 ,4 ,7 ,
350 ,5 ,7 ,10 ,
240 ,6 ,10 ,4 ,
21 ,7 ,3 ,1 ,
108 ,3 ,4 ,9 ,
192 ,6 ,4 ,8 ,
108 ,3 ,4 ,9 ,
56 ,4 ,2 ,7 ,
144 ,4 ,4 ,9 ,
1 ,1 ,1 ,1 ,
80 ,10 ,2 ,4 ,
105 ,3 ,5 ,7 ,
84 ,7 ,4 ,3 ,
432 ,9 ,8 ,6 ,
405 ,5 ,9 ,9 ,
48 ,3 ,8 ,2 ,
40 ,5 ,1 ,8 ,
500 ,5 ,10 ,10 ,
144 ,6 ,6 ,4 ,
63 ,7 ,1 ,9 ,
10 ,10 ,1 ,1 ,
100 ,10 ,10 ,1 ,
270 ,9 ,5 ,6 ,
108 ,9 ,4 ,3 ,
56 ,1 ,8 ,7 ,
80 ,10 ,1 ,8 ,
120 ,2 ,6 ,10 ,
120 ,3 ,5 ,8 ,
60 ,5 ,4 ,3 ,
18 ,1 ,6 ,3 ,
90 ,6 ,5 ,3 ,
378 ,6 ,9 ,7 ,
320 ,5 ,8 ,8 ,
96 ,4 ,8 ,3 ,
400 ,10 ,10 ,4 ,
200 ,10 ,4 ,5 ,
120 ,3 ,4 ,10 ,
162 ,3 ,6 ,9 ,
240 ,4 ,6 ,10 ,
96 ,6 ,8 ,2 ,
80 ,8 ,10 ,1 ,
54 ,3 ,6 ,3 ,
810 ,10 ,9 ,9 ,
18 ,3 ,3 ,2 ,
105 ,7 ,3 ,5 ,
12 ,3 ,2 ,2 ,
245 ,5 ,7 ,7 ,
24 ,3 ,2 ,4 ,
648 ,9 ,9 ,8 ,
504 ,8 ,7 ,9 ,
30 ,1 ,6 ,5 ,
45 ,9 ,5 ,1 ,
448 ,7 ,8 ,8 ,
216 ,6 ,4 ,9 ,
210 ,6 ,5 ,7 ,
36 ,4 ,9 ,1 ,
180 ,9 ,2 ,10 ,
243 ,9 ,3 ,9 ,
60 ,5 ,4 ,3 ,
120 ,10 ,2 ,6 ,
144 ,2 ,8 ,9 ,
100 ,10 ,10 ,1 ,
42 ,7 ,1 ,6 ,
189 ,9 ,7 ,3 ,
350 ,7 ,10 ,5 ,
320 ,8 ,5 ,8 ,
30 ,1 ,10 ,3 ,
42 ,7 ,1 ,6 ,
280 ,10 ,4 ,7 ,
84 ,2 ,7 ,6 ,
36 ,3 ,3 ,4 ,
18 ,2 ,9 ,1 ,
144 ,4 ,9 ,4 ,
90 ,3 ,6 ,5 ,
90 ,9 ,5 ,2 ,
336 ,6 ,8 ,7 ,
350 ,5 ,10 ,7 ,
150 ,3 ,5 ,10 ,
48 ,8 ,6 ,1 ,
240 ,4 ,10 ,6 ,
216 ,6 ,9 ,4 ,
96 ,3 ,8 ,4 ,
504 ,7 ,9 ,8 ,
6 ,1 ,6 ,1 ,
224 ,4 ,8 ,7 ,
126 ,3 ,7 ,6 ,
30 ,1 ,10 ,3 ,
700 ,10 ,7 ,10 ,
540 ,6 ,10 ,9 ,
1000 ,10 ,10 ,10 ,
63 ,7 ,1 ,9 ,
180 ,5 ,9 ,4 ,
56 ,4 ,2 ,7 ,
70 ,7 ,2 ,5 ,
35 ,7 ,5 ,1 ,
72 ,6 ,4 ,3 ,
54 ,1 ,6 ,9 ,
210 ,7 ,6 ,5 ,
200 ,10 ,10 ,2 ,
80 ,2 ,5 ,8 ,
210 ,7 ,3 ,10 ,
18 ,9 ,2 ,1 ,
315 ,5 ,9 ,7 ,
8 ,8 ,1 ,1 ,
360 ,5 ,9 ,8 ,
54 ,3 ,3 ,6 ,
350 ,7 ,5 ,10 ,
280 ,10 ,4 ,7 ,
90 ,5 ,6 ,3 ,
30 ,5 ,3 ,2 ,
256 ,8 ,4 ,8 ,
560 ,10 ,7 ,8 ,
36 ,2 ,9 ,2 ,
28 ,4 ,1 ,7 ,
72 ,8 ,9 ,1 ,
16 ,4 ,1 ,4 ,
14 ,1 ,7 ,2 ,
288 ,8 ,4 ,9 ,
250 ,5 ,5 ,10 ,
50 ,5 ,10 ,1 ,
180 ,4 ,5 ,9 ,
84 ,2 ,6 ,7 ,
60 ,4 ,3 ,5 ,
90 ,1 ,10 ,9 ,
384 ,6 ,8 ,8 ,
35 ,1 ,5 ,7 ,
100 ,10 ,2 ,5 ,
96 ,8 ,2 ,6 ,
36 ,3 ,6 ,2 ,
135 ,9 ,3 ,5 ,
24 ,3 ,2 ,4 ,
192 ,4 ,6 ,8 ,
512 ,8 ,8 ,8 ,
70 ,7 ,2 ,5 ,
250 ,5 ,5 ,10 ,
245 ,7 ,5 ,7 ,
40 ,4 ,5 ,2 ,
30 ,3 ,2 ,5 ,
6 ,2 ,3 ,1 ,
270 ,3 ,10 ,9 ,
36 ,3 ,6 ,2 ,
240 ,8 ,5 ,6 ,
100 ,2 ,5 ,10 ,
100 ,5 ,2 ,10 ,
189 ,3 ,9 ,7 ,
100 ,5 ,5 ,4 ,
147 ,7 ,3 ,7 ,
400 ,10 ,4 ,10 ,
14 ,2 ,7 ,1 ,
252 ,9 ,4 ,7 ,
24 ,3 ,1 ,8 ,
21 ,1 ,7 ,3 ,
720 ,9 ,10 ,8 ,
192 ,6 ,4 ,8 ,
72 ,4 ,9 ,2 ,
40 ,1 ,8 ,5 ,
96 ,3 ,8 ,4 ,
540 ,6 ,9 ,10 ,
400 ,8 ,5 ,10 ,
50 ,10 ,1 ,5 ,
144 ,3 ,6 ,8 ,
40 ,5 ,2 ,4 ,
24 ,1 ,4 ,6 ,
28 ,4 ,7 ,1 ,
300 ,3 ,10 ,10 ,
80 ,5 ,4 ,4 ,
48 ,1 ,8 ,6 ,
56 ,4 ,2 ,7 ,
180 ,6 ,3 ,10 ,
160 ,4 ,8 ,5 ,
162 ,3 ,9 ,6 ,
216 ,4 ,9 ,6 ,
35 ,1 ,5 ,7 ,
560 ,8 ,7 ,10 ,
315 ,9 ,7 ,5 ,
360 ,6 ,6 ,10 ,
1000 ,10 ,10 ,10 ,
42 ,2 ,7 ,3 ,
1 ,1 ,1 ,1 ,
105 ,3 ,7 ,5 ,
100 ,2 ,5 ,10 ,
192 ,8 ,4 ,6 ,
147 ,7 ,7 ,3 ,
280 ,7 ,10 ,4 ,
252 ,4 ,9 ,7 ,
486 ,9 ,6 ,9 ,
20 ,2 ,5 ,2 ,
72 ,2 ,4 ,9 ,
84 ,7 ,2 ,6 ,
320 ,8 ,10 ,4 ,
189 ,3 ,7 ,9 ,
270 ,5 ,9 ,6 ,
400 ,8 ,10 ,5 ,
60 ,5 ,3 ,4 ,
63 ,3 ,3 ,7 ,
240 ,4 ,6 ,10 ,
30 ,6 ,1 ,5 ,
108 ,3 ,9 ,4 ,
147 ,3 ,7 ,7 ,
48 ,3 ,2 ,8 ,
72 ,8 ,1 ,9 ,
432 ,8 ,9 ,6 ,
36 ,6 ,2 ,3 ,
162 ,2 ,9 ,9 ,
60 ,5 ,3 ,4 ,
24 ,1 ,8 ,3 ,
486 ,6 ,9 ,9 ,
324 ,9 ,6 ,6 ,
42 ,7 ,1 ,6 ,
21 ,7 ,3 ,1 ,
70 ,7 ,1 ,10 ,
441 ,9 ,7 ,7 ,
80 ,4 ,2 ,10 ,
9 ,1 ,3 ,3 ,
648 ,8 ,9 ,9 ,
144 ,3 ,6 ,8 ,
504 ,7 ,9 ,8 ,
168 ,7 ,4 ,6 ,
150 ,5 ,3 ,10 ,
21 ,3 ,7 ,1 ,
400 ,8 ,5 ,10 ,
15 ,1 ,3 ,5 ,
576 ,8 ,9 ,8 ,
280 ,8 ,7 ,5 ,
270 ,3 ,9 ,10 ,
18 ,6 ,1 ,3 ,
96 ,3 ,4 ,8 ,
320 ,8 ,10 ,4 ,
16 ,1 ,8 ,2 ,
126 ,3 ,6 ,7 ,
42 ,7 ,3 ,2 ,
18 ,6 ,1 ,3 ,
210 ,7 ,3 ,10 ,
225 ,5 ,5 ,9 ,
18 ,9 ,1 ,2 ,
48 ,3 ,2 ,8 ,
324 ,9 ,9 ,4 ,
450 ,9 ,5 ,10 ,
56 ,4 ,7 ,2 ,
24 ,2 ,3 ,4 ,
140 ,5 ,4 ,7 ,
343 ,7 ,7 ,7 ,
360 ,9 ,8 ,5 ,
20 ,2 ,1 ,10 ,
100 ,1 ,10 ,10 ,
240 ,6 ,10 ,4 ,
40 ,1 ,4 ,10 ,
280 ,5 ,7 ,8 ,
96 ,8 ,6 ,2 ,
40 ,2 ,5 ,4 ,
120 ,10 ,2 ,6 ,
60 ,2 ,3 ,10 ,
180 ,3 ,10 ,6 ,
240 ,10 ,8 ,3 ,
40 ,4 ,5 ,2 ,
210 ,10 ,3 ,7 ,
240 ,10 ,6 ,4 ,
504 ,8 ,9 ,7 ,
300 ,10 ,10 ,3 ,
60 ,2 ,6 ,5 ,
400 ,10 ,10 ,4 ,
15 ,3 ,1 ,5 ,
18 ,1 ,2 ,9 ,
486 ,9 ,9 ,6 ,
90 ,5 ,3 ,6 ,
64 ,4 ,4 ,4 ,
420 ,6 ,10 ,7 ,
80 ,8 ,1 ,10 ,
64 ,2 ,4 ,8 ,
36 ,3 ,3 ,4 ,
400 ,5 ,10 ,8 ,
80 ,10 ,8 ,1 ,
56 ,1 ,8 ,7 ,
630 ,9 ,10 ,7 ,
54 ,6 ,3 ,3 ,
500 ,5 ,10 ,10 ,
120 ,10 ,3 ,4 ,
63 ,7 ,1 ,9 ,
216 ,9 ,6 ,4 ,
80 ,1 ,10 ,8 ,
48 ,6 ,4 ,2 ,
384 ,6 ,8 ,8 ,
315 ,5 ,9 ,7 ,
360 ,9 ,10 ,4 ,
70 ,2 ,5 ,7 ,
168 ,4 ,6 ,7 ,
72 ,9 ,8 ,1 ,
75 ,3 ,5 ,5 ,
360 ,6 ,10 ,6 ,
42 ,7 ,1 ,6 ,
60 ,5 ,2 ,6 ,
100 ,2 ,5 ,10 ,
6 ,2 ,3 ,1 ,
180 ,4 ,9 ,5 ,
36 ,2 ,2 ,9 ,
392 ,7 ,7 ,8 ,
36 ,6 ,1 ,6 ,
350 ,7 ,5 ,10 ,
20 ,1 ,10 ,2 ,
120 ,6 ,10 ,2 ,
49 ,7 ,1 ,7 ,
4 ,1 ,2 ,2 ,
64 ,8 ,1 ,8 ,
36 ,2 ,3 ,6 ,
168 ,6 ,7 ,4 ,
21 ,1 ,3 ,7 ,
180 ,5 ,4 ,9 ,
270 ,5 ,6 ,9 ,
30 ,2 ,5 ,3 ,
225 ,5 ,5 ,9 ,
360 ,8 ,5 ,9 ,
108 ,6 ,2 ,9 ,
324 ,6 ,6 ,9 ,
24 ,4 ,2 ,3 ,
24 ,1 ,6 ,4 ,
800 ,10 ,8 ,10 ,
210 ,7 ,10 ,3 ,
50 ,5 ,1 ,10 ,
30 ,10 ,3 ,1 ,
240 ,3 ,8 ,10 ,
54 ,9 ,6 ,1 ,
320 ,8 ,4 ,10 ,
162 ,6 ,9 ,3 ,
105 ,5 ,3 ,7 ,
24 ,1 ,8 ,3 ,
216 ,4 ,6 ,9 ,
28 ,2 ,7 ,2 ,
315 ,9 ,5 ,7 ,
80 ,10 ,8 ,1 ,
560 ,7 ,10 ,8 ,
63 ,9 ,1 ,7 ,
30 ,5 ,3 ,2 ,
90 ,9 ,10 ,1 ,
126 ,7 ,6 ,3 ,
240 ,8 ,6 ,5 ,
448 ,8 ,8 ,7 ,
